Name,NetWorth,Country,Source,Rank,Age,Industry,Continent
Cameron Winklevoss,$3 B,United States,cryptocurrency,1008,39,Finance & Investments,North America
Tyler Winklevoss,$3 B,United States,cryptocurrency,1008,39,Finance & Investments,North America
Xia Zuoquan,$3 B,China,automobiles,1008,59,Automotive,Asia
Yin Xin,$3 B,China,video streaming app,1008,36,Media & Entertainment,Asia
Zhang Lei,$3 B,China,investments,1008,48,Finance & Investments,Asia
Zhu Xingming,$3 B,China,electrical equipment,1008,54,Manufacturing,Asia
Juan Abello,$2.9 B,Spain,investments,1064,79,Finance & Investments,Europe
Ben Ashkenazy,$2.9 B,United States,real estate,1064,51,Real Estate,North America
Sid Bass,$2.9 B,United States,"oil, investments",1064,78,Energy,North America
Joesley Batista,$2.9 B,Brazil,beef processing,1064,49,Food & Beverage,South America
Wesley Batista,$2.9 B,Brazil,beef packing,1064,48,Food & Beverage,South America
Riley Bechtel & family,$2.9 B,United States,"engineering, construction",1064,69,Construction & Engineering,North America
Sanjeev Bikhchandani,$2.9 B,India,Internet,1064,57,Technology,Asia
Cao Ji,$2.9 B,China,manufacturing,1064,69,Manufacturing,Asia
Chen Kaixuan,$2.9 B,China,household chemicals,1064,62,Manufacturing,Asia
Bennett Dorrance,$2.9 B,United States,Campbell Soup,1064,75,Food & Beverage,North America
Marcel Erni,$2.9 B,Switzerland,private equity,1064,56,Finance & Investments,Europe
Walter Faria,$2.9 B,Brazil,beer,1064,66,Food & Beverage,Europe
Fu Guangming & family,$2.9 B,China,poultry,1064,67,Food & Beverage,Asia
Bob Gaglardi,$2.9 B,Canada,hotels,1064,80,Real Estate,North America
Alfred Gantner,$2.9 B,Switzerland,private equity,1064,53,Finance & Investments,Europe
Maggie Hardy Knox,$2.9 B,United States,building materials,1064,55,Service,North America
Hu Yangzhong,$2.9 B,China,technology,1064,56,Technology,Asia
Huang Qiaoling,$2.9 B,China,amusement parks,1064,62,Media & Entertainment,Asia
Huang Zhenda & family,$2.9 B,China,construction,1064,73,Construction & Engineering,Asia
Bradley Jacobs,$2.9 B,United States,logistics,1064,64,Logistics,North America
Osman Kibar,$2.9 B,United States,biotech,1064,50,Healthcare,North America
Kim Taek-jin,$2.9 B,South Korea,online games,1064,54,Media & Entertainment,Asia
Maritsa Lazari & family,$2.9 B,United Kingdom,real estate,1064,76,Real Estate,Europe
Pablo Legorreta,$2.9 B,United States,investments,1064,57,Finance & Investments,North America
Liang Yunchao,$2.9 B,China,nutritional supplements,1064,52,Food & Beverage,Asia
Samir Mehta,$2.9 B,India,"pharmaceuticals, power",1064,57,Healthcare,Asia
Sudhir Mehta,$2.9 B,India,"pharmaceuticals, power",1064,66,Healthcare,Asia
Farhad Moshiri,$2.9 B,United Kingdom,diversified,1064,65,Diversified,Europe
Patrice Motsepe,$2.9 B,South Africa,mining,1064,59,Metals & Mining,Africa
Matt Moulding,$2.9 B,United Kingdom,e-commerce,1064,49,Fashion & Retail,Europe
Alexander Nesis,$2.9 B,Russia,"metals, banking, fertilizers",1064,58,Finance & Investments,Asia
Benjamin Otto,$2.9 B,Germany,retail,1064,N/A,Fashion & Retail,Europe
Lucy Peng,$2.9 B,China,e-commerce,1064,48,Technology,Asia
Sebastian Pi̱era & family,$2.9 B,Chile,investments,1064,71,Finance & Investments,South America
Alexander Ponomarenko,$2.9 B,Russia,"real estate, airport",1064,56,Logistics,Asia
Chandru Raheja,$2.9 B,India,real estate,1064,80,Real Estate,Asia
Chad Richison,$2.9 B,United States,payroll processing,1064,50,Technology,North America
Arkady Rotenberg,$2.9 B,Russia,"construction, pipes, banking",1064,69,Construction & Engineering,Asia
Alejandro Santo Domingo,$2.9 B,United States,beer,1064,44,Food & Beverage,North America
Paul Sciarra,$2.9 B,United States,Pinterest,1064,40,Technology,North America
Alexander Skorobogatko,$2.9 B,Russia,"real estate, airport",1064,53,Logistics,Asia
Jeff Sutton,$2.9 B,United States,real estate,1064,61,Real Estate,North America
Glen Taylor,$2.9 B,United States,printing,1064,79,Service,North America
Urs Wietlisbach,$2.9 B,Switzerland,private equity,1064,59,Finance & Investments,Europe
Xu Yingzhuo,$2.9 B,China,agribusiness,1064,53,Food & Beverage,Asia
Jon Yarbrough,$2.9 B,United States,video games,1064,63,Gambling & Casinos,North America
Ye Fan & family,$2.9 B,China,auto dealerships,1064,50,Automotive,Asia
William Ackman,$2.8 B,United States,hedge funds,1111,54,Finance & Investments,North America
Abdulla bin Ahmad Al Ghurair & family,$2.8 B,United Arab Emirates,diversified,1111,N/A,Diversified,Asia
Bai Baokun,$2.8 B,China,hardware,1111,51,Manufacturing,Asia
David Baszucki,$2.8 B,United States,online games,1111,58,Media & Entertainment,North America
Aneel Bhusri,$2.8 B,United States,business software,1111,55,Technology,North America
Norman Braman,$2.8 B,United States,"art, car dealerships",1111,88,Automotive,North America
Eva Maria Bucher-Haefner,$2.8 B,Switzerland,"software, investments",1111,64,Technology,Europe
Vivek Chand Burman,$2.8 B,India,consumer goods,1111,83,Food & Beverage,Asia
John Catsimatidis,$2.8 B,United States,"oil, real estate",1111,72,Energy,North America
Morris Chang,$2.8 B,Taiwan,semiconductors,1111,89,Technology,Asia
Chen Hua,$2.8 B,China,real estate,1111,55,Real Estate,Asia
Chen Huwen,$2.8 B,China,stationery,1111,50,Manufacturing,Asia
Chen Huxiong,$2.8 B,China,stationery,1111,50,Manufacturing,Asia
Chen Tianshi,$2.8 B,China,semiconductors,1111,36,Technology,Asia
James Clark,$2.8 B,United States,"Netscape, investments",1111,77,Technology,North America
Jean Coutu & family,$2.8 B,Canada,drugstores,1111,93,Fashion & Retail,North America
Deng Weiming & family,$2.8 B,China,materials,1111,52,Manufacturing,Asia
Bergit Douglas,$2.8 B,Germany,consumer goods,1111,74,Food & Beverage,Europe
Doris Fisher,$2.8 B,United States,Gap,1111,89,Fashion & Retail,North America
Gary Friedman,$2.8 B,United States,Furniture retail,1111,63,Fashion & Retail,North America
Valentin Gapontsev & family,$2.8 B,United States,lasers,1111,82,Manufacturing,North America
David Gottesman,$2.8 B,United States,investments,1111,94,Finance & Investments,North America
John Henry,$2.8 B,United States,sports,1111,71,Sports,North America
Alan Howard,$2.8 B,United Kingdom,hedge funds,1111,57,Finance & Investments,Europe
Micky Jagtiani,$2.8 B,India,retail,1111,69,Fashion & Retail,Asia
Travis Kalanick,$2.8 B,United States,Uber,1111,44,Technology,North America
Alicia Koplowitz,$2.8 B,Spain,"construction, investments",1111,67,Finance & Investments,Europe
Timur Kulibaev,$2.8 B,Kazakhstan,banking,1111,54,Finance & Investments,Asia
Dinara Kulibaeva,$2.8 B,Kazakhstan,banking,1111,53,Finance & Investments,Asia
Li Liufa & family,$2.8 B,China,"steel, diversified",1111,63,Diversified,Asia
Li Sze Lim,$2.8 B,Hong Kong,real estate,1111,64,Real Estate,Asia
Li Xiaohua & family,$2.8 B,China,packaging,1111,59,Manufacturing,Asia
Liu Ming Hui,$2.8 B,China,natural gas distribution,1111,58,Energy,Asia
Lv Jianming,$2.8 B,Hong Kong,medical equipment,1111,56,Healthcare,Asia
Rudy Ma,$2.8 B,Taiwan,finance,1111,80,Finance & Investments,Asia
"Drayton McLane, Jr.",$2.8 B,United States,"Walmart, logistics",1111,84,Fashion & Retail,North America
Hans Melchers,$2.8 B,Netherlands,"chemicals, investments",1111,82,Finance & Investments,Europe
Nguyen Thi Phuong Thao,$2.8 B,Vietnam,airlines,1111,50,Diversified,Asia
Philip Niarchos,$2.8 B,Greece,art collection,1111,67,Diversified,Europe
Alfred Oetker,$2.8 B,Germany,consumer goods,1111,54,Fashion & Retail,Europe
August Oetker,$2.8 B,Germany,consumer goods,1111,76,Fashion & Retail,Europe
Carl Ferdinand Oetker,$2.8 B,Germany,consumer goods,1111,48,Fashion & Retail,Europe
Christian Oetker,$2.8 B,Germany,consumer goods,1111,72,Fashion & Retail,Europe
Julia Oetker,$2.8 B,Germany,consumer goods,1111,42,Fashion & Retail,Europe
Richard Oetker,$2.8 B,Germany,consumer goods,1111,70,Fashion & Retail,Europe
Heloise Pratt,$2.8 B,Australia,"manufacturing, investment",1111,58,Manufacturing,Australia
Filiz Sahenk,$2.8 B,Turkey,diversified,1111,54,Diversified,Asia
T. Denny Sanford,$2.8 B,United States,"banking, credit cards",1111,85,Finance & Investments,North America
Karin Schick,$2.8 B,Germany,information technology,1111,N/A,Technology,Europe
Hilton Schlosberg,$2.8 B,United Kingdom,energy drinks,1111,68,Food & Beverage,Europe
Rosely Schweizer,$2.8 B,Germany,consumer goods,1111,80,Fashion & Retail,Europe
Warren Stephens,$2.8 B,United States,investment banking,1111,64,Finance & Investments,North America
Konstantin Strukov,$2.8 B,Russia,"gold, coal mining",1111,62,Metals & Mining,Asia
Kenneth Tuchman,$2.8 B,United States,outsourcing,1111,61,Service,North America
Masateru Uno & family,$2.8 B,Japan,drugstores,1111,74,Fashion & Retail,Asia
Stefan von Holtzbrinck,$2.8 B,Germany,publishing,1111,57,Media & Entertainment,Europe
Lars Wingefors,$2.8 B,Sweden,video games,1111,44,Media & Entertainment,Europe
Wong Kwong Yu & family,$2.8 B,China,retail,1111,51,Fashion & Retail,Asia
Xiong Wu,$2.8 B,China,software,1111,45,Technology,Asia
Xu Jinfu,$2.8 B,China,chemicals,1111,57,Manufacturing,Asia
Tony Xu,$2.8 B,United States,food delivery service,1111,36,Technology,North America
Xu Zhihan,$2.8 B,China,electronics,1111,48,Technology,Asia
Zhong Ruonong & family,$2.8 B,China,electronics,1111,58,Manufacturing,Asia
Miriam Baumann-Blocher,$2.7 B,Switzerland,chemicals,1174,46,Manufacturing,Europe
Timothy Boyle,$2.7 B,United States,Columbia Sportswear,1174,71,Fashion & Retail,North America
John Paul DeJoria,$2.7 B,United States,"hair products, tequila",1174,76,Fashion & Retail,North America
Mitchell Goldhar,$2.7 B,Canada,real estate,1174,59,Real Estate,North America
Luciano Hang,$2.7 B,Brazil,department stores,1174,58,Fashion & Retail,South America
Georg Haub,$2.7 B,Germany,retail,1174,59,Fashion & Retail,Europe
Victor Jacobsson,$2.7 B,Sweden,fintech,1174,39,Finance & Investments,Europe
James Jannard,$2.7 B,United States,sunglasses,1174,71,Fashion & Retail,North America
Vinod Khosla,$2.7 B,United States,venture capital,1174,66,Technology,North America
Valentin Kipyatkov,$2.7 B,Russia,computer software,1174,44,Technology,Asia
Lim Kok Thay,$2.7 B,Malaysia,casinos,1174,69,Gambling & Casinos,Asia
Lu Zhiqiang,$2.7 B,China,real estate,1174,68,Real Estate,Asia
Sergio Mantegazza,$2.7 B,Switzerland,travel,1174,93,Service,Europe
Franziska Wuerbser & Gabriella Meister,$2.7 B,Germany,appliances,1174,N/A,Manufacturing,Europe
Nan Cunhui,$2.7 B,China,power equipment,1174,57,Manufacturing,Asia
Ou Zongrong & family,$2.7 B,China,real estate,1174,57,Real Estate,Asia
Sean Parker,$2.7 B,United States,Facebook,1174,41,Technology,North America
Richard Peery,$2.7 B,United States,real estate,1174,82,Real Estate,North America
"H. Ross Perot, Jr.",$2.7 B,United States,real estate,1174,62,Real Estate,North America
Su Suyu & family,$2.7 B,China,"utilities, real estate",1174,72,Real Estate,Asia
Sun Shoukuan,$2.7 B,China,"metals, coal",1174,71,Manufacturing,Asia
Harley Sy,$2.7 B,Philippines,diversified,1174,61,Diversified,Asia
"Henry Sy, Jr.",$2.7 B,Philippines,diversified,1174,68,Diversified,Asia
Teresita Sy-Coson,$2.7 B,Philippines,diversified,1174,70,Diversified,Asia
Tao Yuequn,$2.7 B,China,Contact Lens,1174,61,Fashion & Retail,Asia
Tong Jinquan,$2.7 B,China,real estate,1174,66,Real Estate,Asia
Tsai Ming-kai,$2.7 B,Taiwan,semiconductors,1174,71,Technology,Asia
Yitzhak Tshuva,$2.7 B,Israel,real estate,1174,72,Real Estate,Asia
Oprah Winfrey,$2.7 B,United States,TV shows,1174,67,Media & Entertainment,North America
Zhang Wanzhen,$2.7 B,China,electronics components,1174,71,Manufacturing,Asia
Mortimer Zuckerman,$2.7 B,United States,"real estate, media",1174,83,Real Estate,North America
Brian Acton,$2.6 B,United States,WhatsApp,1205,49,Technology,North America
Rajendra Agarwal,$2.6 B,India,pharmaceuticals,1205,62,Healthcare,Asia
John Armitage,$2.6 B,Ireland,hedge funds,1205,61,Finance & Investments,Europe
Banwari Lal Bawri,$2.6 B,India,pharmaceuticals,1205,68,Healthcare,Asia
Girdhari Lal Bawri,$2.6 B,India,pharmaceuticals,1205,73,Healthcare,Asia
Guilherme Benchimol,$2.6 B,Brazil,financial services,1205,44,Finance & Investments,South America
Cai Dongchen,$2.6 B,China,pharmaceuticals,1205,68,Healthcare,Asia
Choo Chong Ngen,$2.6 B,Singapore,hotels,1205,67,Real Estate,Asia
Abilio dos Santos Diniz,$2.6 B,Brazil,retail,1205,84,Fashion & Retail,South America
"John Dorrance, III.",$2.6 B,Ireland,Campbell Soup,1205,77,Food & Beverage,Europe
Bruce Flatt,$2.6 B,Canada,money management,1205,55,Finance & Investments,North America
Stein Erik Hagen,$2.6 B,Norway,consumer goods,1205,64,Fashion & Retail,Europe
Caroline Hagen Kjos,$2.6 B,Norway,conglomerate,1205,37,Diversified,Europe
Hortensia Herrero,$2.6 B,Spain,supermarkets,1205,70,Fashion & Retail,Europe
Anthony Hsieh,$2.6 B,United States,mortgage lender,1205,56,Finance & Investments,North America
Hal Jackman,$2.6 B,Canada,"insurance, investments",1205,88,Finance & Investments,North America
Brad Kelley,$2.6 B,United States,tobacco,1205,64,Real Estate,North America
Raj Kumar & Kishin RK,$2.6 B,Singapore,real estate,1205,66,Real Estate,Asia
Adam Kwok,$2.6 B,Hong Kong,real estate,1205,38,Real Estate,Asia
Lai Shixian,$2.6 B,China,sports apparel,1205,46,Fashion & Retail,Asia
Stephen Lansdown,$2.6 B,Guernsey,financial services,1205,68,Finance & Investments,Europe
K.C. Liu,$2.6 B,Taiwan,manufacturing,1205,67,Technology,Asia
Aloke Lohia,$2.6 B,India,petrochemicals,1205,62,Manufacturing,Asia
Kalanithi Maran,$2.6 B,India,media,1205,55,Media & Entertainment,Asia
C. Dean Metropoulos,$2.6 B,United States,investments,1205,74,Food & Beverage,North America
Yuji Otsuka,$2.6 B,Japan,"copy machines, software",1205,67,Technology,Asia
Daniel Pritzker,$2.6 B,United States,"hotels, investments",1205,61,Finance & Investments,North America
Ren Jianhua,$2.6 B,China,kitchen appliances,1205,64,Manufacturing,Asia
Alexey Repik,$2.6 B,Russia,pharmaceuticals,1205,41,Healthcare,Asia
Steven Sarowitz,$2.6 B,United States,payroll software,1205,55,Technology,North America
Yuri Shefler,$2.6 B,Russia,alcohol,1205,53,Food & Beverage,Asia
Shum Chiu Hung & family,$2.6 B,China,real estate,1205,51,Real Estate,Asia
Stephen Smith,$2.6 B,Canada,finance and investments,1205,69,Finance & Investments,North America
Dan Snyder,$2.6 B,United States,Washington Redskins,1205,56,Sports,North America
Helmut Sohmen,$2.6 B,Austria,shipping,1205,81,Logistics,Australia
Tung Chee Hwa,$2.6 B,Hong Kong,shipping,1205,83,Logistics,Asia
Pieter van der Does,$2.6 B,Netherlands,payments software,1205,51,Technology,Europe
Wim van der Leegte,$2.6 B,Netherlands,manufacturing,1205,73,Manufacturing,Europe
Evan Williams,$2.6 B,United States,Twitter,1205,49,Technology,North America
Wu Guangming,$2.6 B,China,medical equipment,1205,59,Healthcare,Asia
Yang Yuanxi,$2.6 B,China,video streaming app,1205,N/A,Media & Entertainment,Asia
Yu Qibing & family,$2.6 B,China,glass,1205,55,Manufacturing,Asia
Charles Zegar,$2.6 B,United States,Bloomberg LP,1205,73,Media & Entertainment,North America
Zhaojiang Zhu,$2.6 B,China,Smartphones,1205,47,Manufacturing,Asia
John Arrillaga,$2.5 B,United States,real estate,1249,84,Real Estate,North America
Carol Jenkins Barnett,$2.5 B,United States,Publix supermarkets,1249,64,Food & Beverage,North America
William Berkley,$2.5 B,United States,insurance,1249,74,Finance & Investments,North America
Markus Blocher,$2.5 B,Switzerland,chemicals,1249,50,Manufacturing,Europe
Andrei Bokarev,$2.5 B,Russia,"metals, mining",1249,54,Manufacturing,Asia
Jim Breyer,$2.5 B,United States,venture capital,1249,59,Technology,North America
Charles Bronfman,$2.5 B,Canada,liquor,1249,89,Food & Beverage,North America
Byju Raveendran and Divya Gokulnath,$2.5 B,India,education technology,1249,39,Technology,Asia
Chang Jing,$2.5 B,China,technology,1249,38,Technology,Asia
Leon G. Cooperman,$2.5 B,United States,hedge funds,1249,77,Finance & Investments,North America
Jose Luis Cutrale,$2.5 B,Brazil,orange juice,1249,74,Food & Beverage,South America
Gerald Ford,$2.5 B,United States,banking,1249,76,Finance & Investments,North America
Phillip Frost,$2.5 B,United States,pharmaceuticals,1249,84,Healthcare,North America
Mikhail Gutseriev,$2.5 B,Russia,"oil, real estate",1249,63,Energy,Asia
Hans-Werner Hector,$2.5 B,Germany,SAP,1249,81,Technology,Europe
Hu Kun,$2.5 B,China,medical equipment,1249,51,Healthcare,Asia
"Jeremy Jacobs, Sr. & family",$2.5 B,United States,food service,1249,81,Service,North America
Mark & Robyn Jones,$2.5 B,United States,insurance,1249,N/A,Finance & Investments,North America
Hans Langer,$2.5 B,Germany,3D printing,1249,69,Manufacturing,Europe
Lee Hae-jin,$2.5 B,South Korea,Internet,1249,53,Technology,Asia
Liang Feng,$2.5 B,China,manufacturing,1249,52,Manufacturing,Asia
Lin Ming-hsiung,$2.5 B,Taiwan,supermarkets,1249,71,Fashion & Retail,Asia
Mohamed Mansour,$2.5 B,Egypt,diversified,1249,73,Diversified,Africa
Harsh Mariwala,$2.5 B,India,consumer goods,1249,69,Food & Beverage,Asia
Najib Mikati,$2.5 B,Lebanon,telecom,1249,65,Telecom,Asia
Taha Mikati,$2.5 B,Lebanon,telecom,1249,76,Telecom,Asia
Pedro Moreira Salles,$2.5 B,Brazil,"banking, minerals",1249,61,Diversified,South America
Jos̩ Neves,$2.5 B,Portugal,luxury fashion,1249,46,Fashion & Retail,Europe
Jerry Ng,$2.5 B,Indonesia,banking,1249,56,Finance & Investments,Asia
Nandan Nilekani,$2.5 B,India,software services,1249,65,Technology,Asia
Ravi Pillai,$2.5 B,India,construction,1249,67,Construction & Engineering,Asia
Victor Pinchuk,$2.5 B,Ukraine,"steel pipes, diversified",1249,60,Metals & Mining,Europe
Matthew Prince,$2.5 B,United States,cybersecurity,1249,46,Technology,North America
